Input,Output
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.vectorize function.,numpy.vectorize فنکشن کا استعمال کرتے ہوئے ایک numpy سرے کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic tangent of the array using a recursive approach.""","""ایک نمی سرنی کو دیکھتے ہوئے ، ایک تکرار نقطہ نظر کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک ٹینجینٹ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.ufunc.reduce function.,numpy.ufunc.reduce فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.multiply.outer function.""","""2 ڈی نیپی سرنی کو دیکھتے ہوئے ، numpy.multiply.outer فنکشن کا استعمال کرتے ہوئے ایک مخصوص محور کے ساتھ عنصر کے مطابق مجموعی مصنوع کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.power function.,numpy.power فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic tangent of the array using a list comprehension.""","""ایک نمی سرنی کو دیکھتے ہوئے ، فہرست کی تفہیم کا استعمال کرتے ہوئے عنصر کے مطابق الٹا ہائپربولک ٹینجینٹ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.ufunc.accumulate function.,numpy.ufunc.accumulate فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.prod function.""","""2 ڈی نیپی سرنی کو دیکھتے ہوئے ، numpy.prod فنکشن کا استعمال کرتے ہوئے ایک مخصوص محور کے ساتھ عنصر کے مطابق مجموعی مصنوع کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.piecewise function.,numpy.piecise فنکشن کا استعمال کرتے ہوئے ایک numpy سرے کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using the numpy.arccosh function.""","""ایک نمی سرنی کو دیکھتے ہوئے ، numpy.arcosh فنکشن کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.apply_along_axis function.,numpy.apply_along_axis فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے حساب سے مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using a list comprehension.""","""2 ڈی نیپی سرنی کو دیکھتے ہوئے ، فہرست کی تفہیم کا استعمال کرتے ہوئے ایک مخصوص محور کے ساتھ عنصر کے مطابق مجموعی مصنوعات کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.vectorize function with a custom function.,کسٹم فنکشن کے ساتھ numpy.vectorize فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using a loop.""","""ایک نمی سرنی کو دیکھتے ہوئے ، لوپ کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.add.at function.,numpy.add.at فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے حساب سے مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.prod function with an initial value.""","""ایک 2 ڈی نپی سرنی کو دیکھتے ہوئے ، ابتدائی قدر کے ساتھ numpy.prod فنکشن کا استعمال کرتے ہوئے عنصر کے مطابق مجموعی مصنوع کو ایک مخصوص محور کے ساتھ حساب کتاب کرنے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.einsum function with a custom expression.,کسٹم اظہار کے ساتھ numpy.einsum فنکشن کا استعمال کرتے ہوئے ایک numpy سرے کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using a list comprehension.""","""ایک نمی سرنی کو دیکھتے ہوئے ، فہرست کی تفہیم کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.cumsum function with a custom axis.,کسٹم محور کے ساتھ numpy.cumumsum فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق مجموعی مجموعی کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.cumprod function with an initial value.""","""ایک 2 ڈی نپی سرنی کو دیکھتے ہوئے ، ابتدائی قدر کے ساتھ numpy.cumprod فنکشن کا استعمال کرتے ہوئے ایک مخصوص محور کے ساتھ عنصر کے مطابق مجموعی مصنوع کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.lib.stride_tricks.as_strided function.,numpy.lib.stride_tricks.as_strided فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using the numpy.piecewise function.""","""ایک نمی سرنی کو دیکھتے ہوئے ، numpy.piecise فنکشن کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.ufunc.reduceat function.,numpy.ufunc.reduceat فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق مجموعی مجموعی کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.prod function with a custom axis.""","""ایک 2 ڈی نیپی سرنی کو دیکھتے ہوئے ، عنصر کے مطابق مجموعی مصنوعات کا حساب کتاب کرنے کے لئے ایک فنکشن لکھیں جو ایک مخصوص محور کے ساتھ ایک مخصوص محور کے ساتھ ایک مخصوص محور کا استعمال کرتے ہیں۔"
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.power function with a custom exponent.,کسٹم ایکسپینٹ کے ساتھ numpy.power فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using the numpy.arccosh function with a custom threshold.""","""ایک نمی سرنی کو دیکھتے ہوئے ، ایک کسٹم تھریشولڈ کے ساتھ numpy.arcosh فنکشن کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.add.reduceat function.,numpy.add.reduceat فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے حساب سے مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using a list comprehension with a conditional statement.""","""ایک 2 ڈی نیپی سرنی کو دیکھتے ہوئے ، مشروط بیان کے ساتھ فہرست کی تفہیم کا استعمال کرتے ہوئے عنصر کے مطابق مجموعی مصنوع کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.vectorize function with multiple inputs.,متعدد آدانوں کے ساتھ numpy.vectorize فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using a loop with early stopping.""","""ایک نمی سرنی کو دیکھتے ہوئے ، ابتدائی رکنے کے ساتھ لوپ کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.ufunc.accumulateat function.,numpy.ufunc.accumulateat فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے حساب سے مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.prod function with multiple inputs.""","""2 ڈی نیپی سرنی کو دیکھتے ہوئے ، ایک سے زیادہ آدانوں کے ساتھ numpy.prod فنکشن کا استعمال کرتے ہوئے عنصر کے مطابق مجموعی مصنوع کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise exponential function of a NumPy array using the numpy.lib.scimath.expm1 function.,numpy.lib.scimath.expm1 فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے مطابق کفایت شعاری فنکشن کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a NumPy array, write a function to calculate the element-wise inverse hyperbolic secant of the array using the numpy.piecewise function with multiple conditions.""","""ایک نمی سرنی کو دیکھتے ہوئے ، متعدد شرائط کے ساتھ numpy.piecise فنکشن کا استعمال کرتے ہوئے سرنی کے عنصر کے مطابق الٹا ہائپربولک سیکنڈ کا حساب لگانے کے لئے ایک فنکشن لکھیں۔"""
Write a function to calculate the element-wise cumulative sum of a NumPy array using the numpy.add.outer function.,numpy.add.outer فنکشن کا استعمال کرتے ہوئے ایک numpy سرنی کے عنصر کے حساب سے مجموعی رقم کا حساب لگانے کے لئے ایک فنکشن لکھیں۔
"""Given a 2D NumPy array, write a function to calculate the element-wise cumulative product along a specified axis using the numpy.multiply.accumulate function with a custom function.""",
oop,
Explain the concept of encapsulation in object-oriented programming and provide an example in Python.,آبجیکٹ پر مبنی پروگرامنگ میں انکیپسولیشن کے تصور کی وضاحت کریں اور ازگر میں ایک مثال پیش کریں۔
What is the difference between composition and inheritance? Give an example for each.,ساخت اور وراثت میں کیا فرق ہے؟ہر ایک کے لئے ایک مثال دیں۔
Describe the SOLID principles in object-oriented design and explain how they can improve the quality of software systems.,آبجیکٹ پر مبنی ڈیزائن میں ٹھوس اصولوں کی وضاحت کریں اور بتائیں کہ وہ سافٹ ویئر سسٹم کے معیار کو کس طرح بہتر بناسکتے ہیں۔
"""Implement a Python class representing a stack data structure with push, pop, and peek methods.""","""پش ، پاپ اور جھانکنے کے طریقوں کے ساتھ اسٹیک ڈیٹا ڈھانچے کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
What is method overloading and method overriding in Python? Provide an example for each.,
Describe the concept of polymorphism in object-oriented programming and provide an example in Python.,آبجیکٹ پر مبنی پروگرامنگ میں پولیمورفزم کے تصور کی وضاحت کریں اور ازگر میں ایک مثال پیش کریں۔
"""Implement a Python class representing a binary search tree with methods for insertion, deletion, and search.""","""اندراج ، حذف کرنے اور تلاش کے طریقوں کے ساتھ بائنری سرچ ٹری کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
What is the difference between a class variable and an instance variable in Python? Give an example to illustrate the difference.,طبقاتی متغیر اور ازگر میں ایک مثال کے متغیر کے درمیان کیا فرق ہے؟فرق کو واضح کرنے کے لئے ایک مثال دیں۔
Explain the concept of inheritance in Python and provide an example demonstrating single inheritance.,ازگر میں وراثت کے تصور کی وضاحت کریں اور ایک مثال پیش کریں جس میں واحد وراثت کا مظاہرہ کیا جائے۔
"""Implement a Python class representing a linked list with methods for insertion, deletion, and traversal.""","""اندراج ، حذف کرنے اور ٹراورسل کے طریقوں کے ساتھ منسلک فہرست کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
Describe the concept of abstraction in object-oriented programming and provide an example in Python.,آبجیکٹ پر مبنی پروگرامنگ میں تجرید کے تصور کی وضاحت کریں اور ازگر میں ایک مثال پیش کریں۔
What are abstract classes and interfaces in Python? How are they different?,ازگر میں خلاصہ کلاس اور انٹرفیس کیا ہیں؟وہ کیسے مختلف ہیں؟
"""Implement a Python class representing a queue data structure with enqueue, dequeue, and size methods.""","""ایک ازگر کلاس کو نافذ کریں جس میں قطار کے اعداد و شمار کے ڈھانچے کی نمائندگی ہوتی ہے جس میں انکیو ، ڈی کیوئو ، اور سائز کے طریقوں سے ہوتا ہے۔"""
Explain the concept of composition in object-oriented programming and provide an example in Python.,
What is the purpose of the init method in a Python class? How does it differ from other methods?,ازگر کی کلاس میں ابتدائی طریقہ کا مقصد کیا ہے؟یہ دوسرے طریقوں سے کیسے مختلف ہے؟
"""Implement a Python class representing a graph data structure and provide methods for adding vertices, edges, and performing graph traversal.""",
Describe the concept of inheritance hierarchy and its benefits in object-oriented programming.,وراثت کے درجہ بندی کے تصور اور آبجیکٹ پر مبنی پروگرامنگ میں اس کے فوائد کی وضاحت کریں۔
"""Explain the concept of method visibility in Python (public, private, protected) and provide an example.""","""ازگر (عوامی ، نجی ، محفوظ) میں طریقہ کار کی نمائش کے تصور کی وضاحت کریں اور ایک مثال پیش کریں۔"""
"""Implement a Python class representing a hash table (dictionary) with methods for key-value pair insertion, retrieval, and removal.""","""کلیدی قدر کی جوڑی داخل کرنے ، بازیافت اور ہٹانے کے طریقوں کے ساتھ ہیش ٹیبل (لغت) کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
What are static methods and instance methods in Python? How do they differ?,ازگر میں جامد طریقے اور مثال کے طریقے کیا ہیں؟وہ کیسے مختلف ہیں؟
Describe the concept of polymorphic associations in object-oriented programming and provide an example.,آبجیکٹ پر مبنی پروگرامنگ میں پولیمورفک ایسوسی ایشن کے تصور کی وضاحت کریں اور ایک مثال پیش کریں۔
"""Implement a Python class representing a matrix with methods for matrix addition, multiplication, and transposition.""","""میٹرکس کے اضافے ، ضرب اور ٹرانسپوزیشن کے طریقوں کے ساتھ میٹرکس کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
What is method chaining in Python? Provide an example demonstrating method chaining.,ازگر میں طریقہ کس طرح زنجیر ہے؟ایک مثال پیش کریں جس کا مظاہرہ کرنے والے طریقہ کار زنجیروں کو۔
Explain the concept of composition over inheritance and provide an example illustrating its benefits.,وراثت سے زیادہ مرکب کے تصور کی وضاحت کریں اور اس کے فوائد کی عکاسی کرنے والی ایک مثال پیش کریں۔
"""Implement a Python class representing a priority queue with methods for insertion, deletion, and retrieval of the highest priority element.""",
Describe the concept of interfaces in Python and explain how they are used to achieve multiple inheritance.,ازگر میں انٹرفیس کے تصور کی وضاحت کریں اور بتائیں کہ ان کا استعمال متعدد وراثت کے حصول کے لئے کس طرح کیا جاتا ہے۔
What is the purpose of the super() function in Python? Provide an example demonstrating its usage.,
"""Implement a Python class representing a binary heap data structure with methods for insertion, deletion, and heapify operations.""","""ایک ازگر کلاس کو نافذ کریں جس میں بائنری ہیپ کے اعداد و شمار کے ڈھانچے کی نمائندگی ہوتی ہے جس میں داخل ، حذف کرنے اور کاموں کو تیز کرنے کے طریقوں کے ساتھ۔"""
Explain the concept of method resolution order (MRO) in Python multiple inheritance and provide an example.,
Describe the concept of method overriding with respect to inheritance and provide an example illustrating its usage.,وراثت کے سلسلے میں طریقہ کار کے تصور کو بیان کریں اور اس کے استعمال کی مثال پیش کرنے والی ایک مثال پیش کریں۔
Explain the principles of composition over inheritance and provide a real-world scenario where composition would be more suitable.,وراثت سے زیادہ مرکب کے اصولوں کی وضاحت کریں اور ایک حقیقی دنیا کا منظر پیش کریں جہاں مرکب زیادہ مناسب ہوگا۔
"""Implement a Python class representing a binary search tree and provide methods for in-order, pre-order, and post-order traversals.""","""بائنری سرچ ٹری کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور آرڈر ، پری آرڈر ، اور پوسٹ آرڈر ٹریورلز کے لئے طریقے فراہم کریں۔"""
"""Describe the concept of design patterns in software development and provide an example of a creational, structural, and behavioral design pattern.""","""سافٹ ویئر کی نشوونما میں ڈیزائن کے نمونوں کے تصور کی وضاحت کریں اور تخلیقی ، ساختی اور طرز عمل کے ڈیزائن کے نمونے کی ایک مثال پیش کریں۔"""
"""Implement a Python class representing a queue using two stacks, ensuring efficient enqueue and dequeue operations.""","""دو اسٹیکوں کا استعمال کرتے ہوئے قطار کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں ، جس سے موثر انکیو اور ڈی کیو آپریشنز کو یقینی بنایا جاسکے۔"""
Explain the concept of multiple inheritance in Python and discuss potential challenges and solutions associated with it.,ازگر میں متعدد وراثت کے تصور کی وضاحت کریں اور اس سے وابستہ امکانی چیلنجوں اور حلوں پر تبادلہ خیال کریں۔
Describe the concept of dependency injection in object-oriented programming and provide an example of its implementation in Python.,آبجیکٹ پر مبنی پروگرامنگ میں انحصار انجیکشن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
"""Implement a Python class representing a thread-safe singleton pattern, ensuring that only one instance of the class can be created.""","""تھریڈ سے محفوظ سنگلٹن پیٹرن کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں ، اس بات کو یقینی بنائیں کہ کلاس کی صرف ایک مثال تشکیل دی جاسکے۔"""
Discuss the differences between shallow copy and deep copy in Python and explain when each should be used.,ازگر میں اتلی کاپی اور گہری کاپی کے مابین پائے جانے والے اختلافات پر تبادلہ خیال کریں اور اس کی وضاحت کریں کہ ہر ایک کو استعمال کیا جانا چاہئے۔
Describe the concept of the factory method pattern and provide an example of its implementation in Python.,فیکٹری کے طریقہ کار کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
"""Implement a Python class representing a circular linked list and provide methods for insertion, deletion, and traversal.""","""سرکلر سے منسلک فہرست کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور اندراج ، حذف کرنے اور ٹراورسل کے طریقے فراہم کریں۔"""
Explain the concept of the observer pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں آبزرور پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Discuss the benefits and drawbacks of using an abstract class versus an interface in Python.,ازگر میں انٹرفیس کے مقابلے میں خلاصہ کلاس استعمال کرنے کے فوائد اور خرابیوں پر تبادلہ خیال کریں۔
"""Implement a Python class representing a priority queue using a min-heap and provide methods for insertion, deletion, and retrieval of the highest priority element.""","""ایک کم سے کم عمر طبقے کو نافذ کریں جو ایک کم سے کم HEAP کا استعمال کرتے ہوئے ترجیحی قطار کی نمائندگی کرتے ہیں اور اعلی ترجیحی عنصر کی اندراج ، حذف کرنے اور بازیافت کے طریقے فراہم کرتے ہیں۔"""
Describe the concept of the decorator pattern in Python and provide an example demonstrating its usage.,ازگر میں ڈیکوریٹر پیٹرن کے تصور کی وضاحت کریں اور اس کے استعمال کو ظاہر کرنے والی ایک مثال پیش کریں۔
Explain the concept of function overloading in Python and discuss how it differs from other programming languages.,ازگر میں فنکشن اوورلوڈنگ کے تصور کی وضاحت کریں اور اس پر تبادلہ خیال کریں کہ یہ کس طرح دیگر پروگرامنگ زبانوں سے مختلف ہے۔
Implement a Python class representing a directed weighted graph and provide methods for finding the shortest path using Dijkstra's algorithm.,ہدایت شدہ وزن والے گراف کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور ڈجکسٹرا کے الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے طریقے فراہم کریں۔
Discuss the concept of concurrency in Python and provide examples of using threads and processes for concurrent execution.,ازگر میں ہم آہنگی کے تصور پر تبادلہ خیال کریں اور ہم آہنگی عملدرآمد کے لئے دھاگوں اور عمل کے استعمال کی مثالیں فراہم کریں۔
Describe the concept of the state pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں ریاستی پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
"""Implement a Python class representing a trie (prefix tree) and provide methods for insertion, deletion, and search.""","""ایک ٹری (سابقہ درخت) کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور اندراج ، حذف کرنے اور تلاش کرنے کے طریقے فراہم کریں۔"""
Explain the concept of virtual methods in Python and discuss how they contribute to polymorphism.,ازگر میں ورچوئل طریقوں کے تصور کی وضاحت کریں اور اس پر تبادلہ خیال کریں کہ وہ کس طرح پولیمورفزم میں شراکت کرتے ہیں۔
Discuss the principles of test-driven development (TDD) and explain how it can benefit software development projects.,ٹیسٹ سے چلنے والی ترقی (ٹی ڈی ڈی) کے اصولوں پر تبادلہ خیال کریں اور بتائیں کہ اس سے سافٹ ویئر ڈویلپمنٹ منصوبوں کو کس طرح فائدہ ہوسکتا ہے۔
"""Implement a Python class representing a circular buffer (ring buffer) with methods for enqueue, dequeue, and size operations.""","""ایک ازگر کلاس کو نافذ کریں جو سرکلر بفر (رنگ بفر) کی نمائندگی کرتے ہیں جس کے طریقوں کے ساتھ انکیو ، ڈی کیوئو ، اور سائز کے کاموں کے طریقوں کے ساتھ۔"""
Describe the concept of the adapter pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں اڈاپٹر پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
Explain the concept of metaclasses in Python and provide a practical use case where metaclasses can be applied.,ازگر میں میٹاکلاسس کے تصور کی وضاحت کریں اور ایک عملی استعمال کا معاملہ فراہم کریں جہاں میٹاکلاسس کا اطلاق کیا جاسکتا ہے۔
Implement a Python class representing a directed acyclic graph (DAG) and provide methods for topological sorting.,ہدایت شدہ ایسائکلک گراف (ڈی اے جی) کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور ٹوپولوجیکل چھنٹائی کے لئے طریقے فراہم کریں۔
Discuss the concept of aspect-oriented programming (AOP) and how it can be applied in Python.,پہلو پر مبنی پروگرامنگ (اے او پی) کے تصور پر تبادلہ خیال کریں اور اس کو ازگر میں کس طرح لاگو کیا جاسکتا ہے۔
Explain the concept of memoization in Python and provide an example of using memoization to optimize recursive functions.,ازگر میں میمورائزیشن کے تصور کی وضاحت کریں اور تکرار کرنے والے افعال کو بہتر بنانے کے لئے میموائزیشن کے استعمال کی ایک مثال پیش کریں۔
"""Implement a Python class representing a file system with methods for creating files and directories, navigating the structure, and searching for files.""","""فائلوں اور ڈائریکٹریز بنانے ، ڈھانچے کو نیویگیٹ کرنے ، اور فائلوں کی تلاش کے طریقوں کے ساتھ فائل سسٹم کی نمائندگی کرنے والے ایک ازگر کلاس کو نافذ کریں۔"""
Describe the concept of the command pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں کمانڈ پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
"""Discuss the concept of concurrency control mechanisms in multithreaded Python programs and compare and contrast approaches such as locks, semaphores, and condition variables.""","""ملٹی تھریڈڈ ازگر پروگراموں میں ہم آہنگی پر قابو پانے کے طریقہ کار کے تصور پر تبادلہ خیال کریں اور تالے ، سیمفورس اور حالت کے متغیر جیسے موازنہ اور اس کے برعکس نقطہ نظر کا موازنہ کریں۔"""
Describe the concept of inversion of control (IoC) and dependency injection (DI) in object-oriented programming and explain how they improve code maintainability and testability.,آبجیکٹ پر مبنی پروگرامنگ میں کنٹرول (IOC) اور انحصار انجیکشن (DI) کے الٹا کے تصور کی وضاحت کریں اور بتائیں کہ وہ کس طرح کوڈ برقرار رکھنے اور جانچ کو بہتر بناتے ہیں۔
Implement a Python class representing a directed graph and provide methods for finding the shortest path using the Bellman-Ford algorithm.,ہدایت شدہ گراف کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں اور بیل مین فورڈ الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے طریقے فراہم کریں۔
Discuss the concept of immutability in Python and explain its benefits in concurrent and distributed systems.,ازگر میں عدم استحکام کے تصور پر تبادلہ خیال کریں اور اس کے فوائد کو ہم آہنگی اور تقسیم شدہ نظاموں میں بیان کریں۔
"""Implement a Python class representing a circular queue with methods for enqueue, dequeue, and determining if the queue is full or empty.""","""ایک ازگر کلاس کو نافذ کریں جو سرکلر قطار کی نمائندگی کرتے ہیں جس کے طریقوں کے ساتھ انکیو ، ڈی کیوئو ، اور اس بات کا تعین کرنا کہ قطار بھری ہوئی ہے یا خالی ہے یا نہیں۔"""
"""Explain the concept of design by contract and provide an example of how preconditions, postconditions, and invariants can be enforced in Python.""","""معاہدے کے ذریعہ ڈیزائن کے تصور کی وضاحت کریں اور اس کی ایک مثال پیش کریں کہ کس طرح پیشگی حالت ، پوسٹ کنڈیشنس اور حملہ آوروں کو ازگر میں نافذ کیا جاسکتا ہے۔"""
Describe the concept of lazy evaluation and provide an example of its usage in Python.,سست تشخیص کے تصور کی وضاحت کریں اور ازگر میں اس کے استعمال کی ایک مثال پیش کریں۔
"""Implement a Python class representing a matrix with methods for matrix addition, multiplication, and determining the transpose.""","""میٹرکس کے اضافے ، ضرب ، اور ٹرانسپوز کا تعین کرنے کے طریقوں کے ساتھ میٹرکس کی نمائندگی کرنے والی ایک ازگر کلاس کو نافذ کریں۔"""
Discuss the concept of aspect-oriented programming (AOP) and how it can be applied to address cross-cutting concerns in Python applications.,پہلو پر مبنی پروگرامنگ (اے او پی) کے تصور پر تبادلہ خیال کریں اور یہ کس طرح ازگر کی ایپلی کیشنز میں کراس کٹنگ کے خدشات کو دور کرنے کے لئے لاگو کیا جاسکتا ہے۔
Explain the concept of the template method pattern in object-oriented design and provide an example of its implementation in Python.,آبجیکٹ پر مبنی ڈیزائن میں ٹیمپلیٹ کے طریقہ کار کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
"""Implement a Python class representing a circular doubly linked list and provide methods for insertion, deletion, and traversal.""","""ایک ازگر کلاس کو نافذ کریں جو سرکلر دوگنا منسلک فہرست کی نمائندگی کرتا ہے اور اندراج ، حذف کرنے اور ٹریورسل کے طریقے فراہم کرتا ہے۔"""
Describe the concept of the visitor pattern in software design and provide an example of its implementation in Python.,سافٹ ویئر ڈیزائن میں وزیٹر پیٹرن کے تصور کی وضاحت کریں اور ازگر میں اس کے نفاذ کی ایک مثال پیش کریں۔
